run -all
# [775000][C72] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [785000][C73] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [795000][C74] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [805000][C75] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [815000][C76] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [825000][C77] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [835000][C78] [N01->N02] data=4
# [835000][C78] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=1 r=1) D(v=0 r=1)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [845000][C79] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [855000][C80] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [865000][C81] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [875000][C82] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [885000][C83] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [895000][C84] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [905000][C85] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [915000][C86] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [925000][C87] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [935000][C88] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [945000][C89] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [955000][C90] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [965000][C91] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [975000][C92] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [985000][C93] STATE | in_v=1 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [995000][C94] [IN->N01] data=0
# [995000][C94] STATE | in_v=1 in_r=1 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1000000] INPUT SENT: 0
# [1005000][C95] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1015000][C96] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1025000][C97] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1035000][C98] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1045000][C99] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1055000][C100] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1065000][C101] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1075000][C102] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1085000][C103] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=0 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1095000][C104] [N01->N11] data=4
# [1095000][C104] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=1)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=0)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1105000][C105] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=4)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1115000][C106] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=4)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1125000][C107] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=0 r=1 data=4)
#                N12: L(v=0 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1135000][C108] [N11->N12] data=4
# [1135000][C108] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=1 r=1 data=4)
#                N12: L(v=1 r=1) U(v=0 r=0) D(v=0 r=1 data=0)
#                N22: U(v=0 r=1 data=0) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1145000][C109] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=4)
#                N22: U(v=0 r=1 data=4) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1155000][C110] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=4)
#                N22: U(v=0 r=1 data=4) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1165000][C111] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=5)
#                N22: U(v=0 r=1 data=5) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1175000][C112] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=5)
#                N22: U(v=0 r=1 data=5) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1185000][C113] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=5)
#                N22: U(v=0 r=1 data=5) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1195000][C114] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=4)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=4)
#                N22: U(v=0 r=1 data=4) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1205000][C115] [N02->N12] data=4
# [1205000][C115] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=1 r=1 data=4)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=1 r=1) D(v=0 r=1 data=4)
#                N22: U(v=0 r=1 data=4) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1215000][C116] [N12->N22] data=4
# [1215000][C116] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=1 r=1 data=4)
#                N22: U(v=1 r=1 data=4) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1225000][C117] [N22->OUT] data=4
# [1225000][C117] [OUTPUT] data=4
# [1225000][C117] STATE | in_v=0 in_r=0 | out_v=1 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=4)
#                N22: U(v=0 r=0 data=4) D(v=1 r=1 data=4)
# ----------------------------------------------------------------
# [1235000][C118] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=4)
#                N22: U(v=0 r=0 data=4) D(v=0 r=1 data=4)
# ----------------------------------------------------------------
# [1245000][C119] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=1)
#                N22: U(v=0 r=0 data=1) D(v=0 r=1 data=4)
# ----------------------------------------------------------------
# [1255000][C120] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=1)
#                N22: U(v=0 r=0 data=1) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1265000][C121] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=1)
#                N22: U(v=0 r=0 data=1) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1275000][C122] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=2)
#                N22: U(v=0 r=0 data=2) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1285000][C123] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=2)
#                N22: U(v=0 r=0 data=2) D(v=0 r=1 data=4)
# ----------------------------------------------------------------
# [1295000][C124] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=2)
#                N22: U(v=0 r=1 data=2) D(v=0 r=1 data=4)
# ----------------------------------------------------------------
# [1305000][C125] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=4)
#                N22: U(v=0 r=1 data=4) D(v=0 r=1 data=4)
# ----------------------------------------------------------------
# [1315000][C126] [N02->N12] data=3
# [1315000][C126] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=1 r=1 data=3)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=1 r=1) D(v=0 r=1 data=4)
#                N22: U(v=0 r=1 data=4) D(v=0 r=1 data=4)
# ----------------------------------------------------------------
# [1325000][C127] [N12->N22] data=3
# [1325000][C127] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=1 r=1 data=3)
#                N22: U(v=1 r=1 data=3) D(v=0 r=1 data=4)
# ----------------------------------------------------------------
# [1335000][C128] [N22->OUT] data=3
# [1335000][C128] [OUTPUT] data=3
# [1335000][C128] STATE | in_v=0 in_r=0 | out_v=1 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=3)
#                N22: U(v=0 r=0 data=3) D(v=1 r=1 data=3)
# ----------------------------------------------------------------
# [1345000][C129] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=3)
#                N22: U(v=0 r=0 data=3) D(v=0 r=1 data=3)
# ----------------------------------------------------------------
# [1355000][C130] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=1)
#                N22: U(v=0 r=0 data=1) D(v=0 r=1 data=3)
# ----------------------------------------------------------------
# [1365000][C131] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=1)
#                N22: U(v=0 r=0 data=1) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1375000][C132] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=1)
#                N22: U(v=0 r=0 data=1) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1385000][C133] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=2)
#                N22: U(v=0 r=0 data=2) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1395000][C134] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=2)
#                N22: U(v=0 r=0 data=2) D(v=0 r=1 data=3)
# ----------------------------------------------------------------
# [1405000][C135] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=2)
#                N22: U(v=0 r=1 data=2) D(v=0 r=1 data=3)
# ----------------------------------------------------------------
# [1415000][C136] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=1 data=3)
#                N22: U(v=0 r=1 data=3) D(v=0 r=1 data=3)
# ----------------------------------------------------------------
# [1425000][C137] [N02->N12] data=2
# [1425000][C137] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=1 r=1 data=2)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=1 r=1) D(v=0 r=1 data=3)
#                N22: U(v=0 r=1 data=3) D(v=0 r=1 data=3)
# ----------------------------------------------------------------
# [1435000][C138] [N12->N22] data=2
# [1435000][C138] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=1 r=1 data=2)
#                N22: U(v=1 r=1 data=2) D(v=0 r=1 data=3)
# ----------------------------------------------------------------
# [1445000][C139] [N22->OUT] data=2
# [1445000][C139] [OUTPUT] data=2
# [1445000][C139] STATE | in_v=0 in_r=0 | out_v=1 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=2)
#                N22: U(v=0 r=0 data=2) D(v=1 r=1 data=2)
# ----------------------------------------------------------------
# [1455000][C140] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=2)
#                N22: U(v=0 r=0 data=2) D(v=0 r=1 data=2)
# ----------------------------------------------------------------
# [1465000][C141] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=1)
#                N22: U(v=0 r=0 data=1) D(v=0 r=1 data=2)
# ----------------------------------------------------------------
# [1475000][C142] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
#                N01: R(v=0 r=0) D(v=1 r=0)
#                N02: D(v=0 r=0 data=1)
#                N11: R(v=1 r=0 data=4)
#                N12: L(v=1 r=0) U(v=0 r=0) D(v=0 r=0 data=1)
#                N22: U(v=0 r=0 data=1) D(v=0 r=1 data=0)
# ----------------------------------------------------------------
# [1485000][C143] STATE | in_v=0 in_r=0 | out_v=0 out_r=1
